Year,Ref,Team,Actual Score,Predicted Score
2013,Steve Kozari,Pittsburgh Penguins,4,2.7536178107606677
2013,Dan O'Halloran,Columbus Blue Jackets,4,2.5693573667711602
2013,Gord Dwyer,Columbus Blue Jackets,4,2.5693573667711602
2013,Dan O'Halloran,Pittsburgh Penguins,3,2.9158415841584158
2013,Gord Dwyer,Pittsburgh Penguins,3,2.9158415841584158
2013,Chris Rooney,Columbus Blue Jackets,4,2.632034632034632
2013,Tim Peel,Columbus Blue Jackets,4,2.632034632034632
2013,Chris Rooney,Pittsburgh Penguins,3,3.2575438596491226
2013,Tim Peel,Pittsburgh Penguins,3,3.2575438596491226
2013,Kevin Pollock,Columbus Blue Jackets,4,2.4990347490347493
2013,Marc Joannette,Columbus Blue Jackets,4,2.4990347490347493
2013,Kevin Pollock,Pittsburgh Penguins,4,2.886075949367089
2013,Marc Joannette,Pittsburgh Penguins,4,2.886075949367089
2013,Dan O'Rourke,New York Rangers,4,2.7680006560603574
2013,Dave Jackson,New York Rangers,4,2.7680006560603574
2013,Dan O'Rourke,Philadelphia Flyers,1,2.886418632788869
2013,Dave Jackson,Philadelphia Flyers,1,2.886418632788869
2013,Eric Furlatt,New York Rangers,4,2.682565556343019
2013,Wes McCauley,New York Rangers,4,2.682565556343019
2013,Eric Furlatt,Philadelphia Flyers,4,3.0595630310386683
2013,Wes McCauley,Philadelphia Flyers,4,3.0595630310386683
2013,Francis Charron,New York Rangers,4,2.6639108554996405
2013,Paul Devorski,New York Rangers,4,2.6639108554996405
2013,Francis Charron,Philadelphia Flyers,1,2.7960187353629973
2013,Paul Devorski,Philadelphia Flyers,1,2.7960187353629973
2013,Dan O'Halloran,New York Rangers,4,3.051252319109462
2013,Gord Dwyer,New York Rangers,4,3.051252319109462
2013,Dan O'Halloran,Philadelphia Flyers,2,2.8195402298850576
2013,Gord Dwyer,Philadelphia Flyers,2,2.8195402298850576
2013,Brad Watson,New York Rangers,4,2.7413194444444446
2013,Justin St. Pierre ,New York Rangers,4,2.7413194444444446
2013,Brad Watson,Philadelphia Flyers,2,2.6237373737373733
2013,Justin St. Pierre ,Philadelphia Flyers,2,2.6237373737373733
2013,Dean Morton,New York Rangers,4,2.7260061919504643
2013,Steve Kozari,New York Rangers,4,2.7260061919504643
2013,Dean Morton,Philadelphia Flyers,5,2.914312617702448
2013,Steve Kozari,Philadelphia Flyers,5,2.914312617702448
2013,Chris Rooney,New York Rangers,4,2.8934386973180075
2013,Tim Peel,New York Rangers,4,2.8934386973180075
2013,Chris Rooney,Philadelphia Flyers,1,2.913405088062622
2013,Tim Peel,Philadelphia Flyers,1,2.913405088062622
2013,Dean Morton,Colorado Avalanche,4,2.6549570647931304
2013,Steve Kozari,Colorado Avalanche,4,2.6549570647931304
2013,Dean Morton,Minnesota Wild,4,2.467698259187621
2013,Steve Kozari,Minnesota Wild,4,2.467698259187621
2013,Kevin Pollock,Colorado Avalanche,4,2.9274334351811433
2013,Marc Joannette,Colorado Avalanche,4,2.9274334351811433
2013,Kevin Pollock,Minnesota Wild,2,2.492939666238768
2013,Marc Joannette,Minnesota Wild,2,2.492939666238768
2013,Brad Watson,Colorado Avalanche,4,2.8342857142857145
2013,Justin St. Pierre ,Colorado Avalanche,4,2.8342857142857145
2013,Brad Watson,Minnesota Wild,1,2.854347826086957
2013,Justin St. Pierre ,Minnesota Wild,1,2.854347826086957
2013,Chris Rooney,Colorado Avalanche,4,2.9744428542220405
2013,Tim Peel,Colorado Avalanche,4,2.9744428542220405
2013,Chris Rooney,Minnesota Wild,2,2.3449999999999998
2013,Tim Peel,Minnesota Wild,2,2.3449999999999998
2013,Brad Meier,Colorado Avalanche,4,2.639235092864125
2013,Kelly Sutherland,Colorado Avalanche,4,2.639235092864125
2013,Brad Meier,Minnesota Wild,3,2.6569767441860463
2013,Kelly Sutherland,Minnesota Wild,3,2.6569767441860463
2013,Gord Dwyer,Colorado Avalanche,4,2.7735507246376816
2013,Paul Devorski,Colorado Avalanche,4,2.7735507246376816
2013,Gord Dwyer,Minnesota Wild,5,2.7200447928331464
2013,Paul Devorski,Minnesota Wild,5,2.7200447928331464
2013,Eric Furlatt,Colorado Avalanche,4,2.7363636363636363
2013,Wes McCauley,Colorado Avalanche,4,2.7363636363636363
2013,Eric Furlatt,Minnesota Wild,5,3.00989010989011
2013,Wes McCauley,Minnesota Wild,5,3.00989010989011
2013,Kevin Pollock,Chicago Blackhawks,4,2.7049525816649105
2013,Marc Joannette,Chicago Blackhawks,4,2.7049525816649105
2013,Kevin Pollock,St. Louis Blues,4,2.6529987760097917
2013,Marc Joannette,St. Louis Blues,4,2.6529987760097917
2013,Brad Meier,Chicago Blackhawks,4,2.730072463768116
2013,Kelly Sutherland,Chicago Blackhawks,4,2.730072463768116
2013,Brad Meier,St. Louis Blues,4,2.7273648648648647
2013,Kelly Sutherland,St. Louis Blues,4,2.7273648648648647
2013,Dan O'Rourke,Chicago Blackhawks,4,2.832297551789077
2013,Dave Jackson,Chicago Blackhawks,4,2.832297551789077
2013,Dan O'Rourke,St. Louis Blues,0,2.836931818181818
2013,Dave Jackson,St. Louis Blues,0,2.836931818181818
2013,Eric Furlatt,Chicago Blackhawks,4,2.6411483253588517
2013,Wes McCauley,Chicago Blackhawks,4,2.6411483253588517
2013,Eric Furlatt,St. Louis Blues,3,2.831978319783198
2013,Wes McCauley,St. Louis Blues,3,2.831978319783198
2013,Chris Lee,Chicago Blackhawks,4,2.8671428571428574
2013,Francois St-Laurent,Chicago Blackhawks,4,2.8671428571428574
2013,Chris Lee,St. Louis Blues,2,2.7129629629629632
2013,Francois St-Laurent,St. Louis Blues,2,2.7129629629629632
2013,Dan O'Halloran,Chicago Blackhawks,4,2.8997474747474747
2013,Gord Dwyer,Chicago Blackhawks,4,2.8997474747474747
2013,Dan O'Halloran,St. Louis Blues,1,2.7572905131044663
2013,Gord Dwyer,St. Louis Blues,1,2.7572905131044663
2013,Chris Lee,Anaheim Ducks,4,2.7072047670639217
2013,Francois St-Laurent,Anaheim Ducks,4,2.7072047670639217
2013,Chris Lee,Dallas Stars,3,2.7048319327731094
2013,Francois St-Laurent,Dallas Stars,3,2.7048319327731094
2013,Brad Watson,Anaheim Ducks,4,2.932593307593308
2013,Justin St. Pierre ,Anaheim Ducks,4,2.932593307593308
2013,Brad Watson,Dallas Stars,2,2.8059210526315788
2013,Justin St. Pierre ,Dallas Stars,2,2.8059210526315788
2013,Brad Meier,Anaheim Ducks,4,2.7017565561603165
2013,Kelly Sutherland,Anaheim Ducks,4,2.7017565561603165
2013,Brad Meier,Dallas Stars,3,2.7456790123456787
2013,Kelly Sutherland,Dallas Stars,3,2.7456790123456787
2013,Dean Morton,Anaheim Ducks,4,2.6330790847049377
2013,Steve Kozari,Anaheim Ducks,4,2.6330790847049377
2013,Dean Morton,Dallas Stars,4,3.0161483253588517
2013,Steve Kozari,Dallas Stars,4,3.0161483253588517
2013,Eric Furlatt,Anaheim Ducks,4,2.613756613756614
2013,Wes McCauley,Anaheim Ducks,4,2.613756613756614
2013,Eric Furlatt,Dallas Stars,2,2.8317460317460315
2013,Wes McCauley,Dallas Stars,2,2.8317460317460315
2013,Dan O'Rourke,Anaheim Ducks,4,2.7277137659187387
2013,Dave Jackson,Anaheim Ducks,4,2.7277137659187387
2013,Dan O'Rourke,Dallas Stars,4,2.837029569892473
2013,Dave Jackson,Dallas Stars,4,2.837029569892473
2013,Brad Meier,Los Angeles Kings,4,2.5648625429553262
2013,Kelly Sutherland,Los Angeles Kings,4,2.5648625429553262
2013,Brad Meier,San Jose Sharks,6,2.9812301296160433
2013,Kelly Sutherland,San Jose Sharks,6,2.9812301296160433
2013,Dan O'Halloran,Los Angeles Kings,4,2.7625
2013,Gord Dwyer,Los Angeles Kings,4,2.7625
2013,Dan O'Halloran,San Jose Sharks,7,2.7674825174825175
2013,Gord Dwyer,San Jose Sharks,7,2.7674825174825175
2013,Chris Rooney,Los Angeles Kings,4,2.5858700590640615
2013,Tim Peel,Los Angeles Kings,4,2.5858700590640615
2013,Chris Rooney,San Jose Sharks,4,3.0185883620689653
2013,Tim Peel,San Jose Sharks,4,3.0185883620689653
2013,Francis Charron,Los Angeles Kings,4,2.625
2013,Paul Devorski,Los Angeles Kings,4,2.625
2013,Francis Charron,San Jose Sharks,3,2.907608695652174
2013,Paul Devorski,San Jose Sharks,3,2.907608695652174
2013,Kevin Pollock,Los Angeles Kings,4,2.585018382352941
2013,Marc Joannette,Los Angeles Kings,4,2.585018382352941
2013,Kevin Pollock,San Jose Sharks,0,2.905271199388846
2013,Marc Joannette,San Jose Sharks,0,2.905271199388846
2013,Chris Lee,Los Angeles Kings,4,2.6317974263179744
2013,Francois St-Laurent,Los Angeles Kings,4,2.6317974263179744
2013,Chris Lee,San Jose Sharks,1,2.799516908212561
2013,Francois St-Laurent,San Jose Sharks,1,2.799516908212561
2013,Dan O'Rourke,Los Angeles Kings,4,2.6801622785229338
2013,Dave Jackson,Los Angeles Kings,4,2.6801622785229338
2013,Dan O'Rourke,San Jose Sharks,1,2.748987854251012
2013,Dave Jackson,San Jose Sharks,1,2.748987854251012
2013,Kevin Pollock,Boston Bruins,4,2.9252199413489737
2013,Marc Joannette,Boston Bruins,4,2.9252199413489737
2013,Kevin Pollock,Montréal Canadiens,4,2.7522396416573347
2013,Marc Joannette,Montréal Canadiens,4,2.7522396416573347
2013,Dan O'Rourke,Boston Bruins,4,2.730042016806723
2013,Dave Jackson,Boston Bruins,4,2.730042016806723
2013,Dan O'Rourke,Montréal Canadiens,3,2.594246031746032
2013,Dave Jackson,Montréal Canadiens,3,2.594246031746032
2013,Chris Rooney,Boston Bruins,4,2.958031014369042
2013,Tim Peel,Boston Bruins,4,2.958031014369042
2013,Chris Rooney,Montréal Canadiens,4,2.8879892037786776
2013,Tim Peel,Montréal Canadiens,4,2.8879892037786776
2013,Brad Watson,Boston Bruins,4,2.9075391180654337
2013,Steve Kozari,Boston Bruins,4,2.9075391180654337
2013,Brad Watson,Montréal Canadiens,0,2.5561224489795915
2013,Steve Kozari,Montréal Canadiens,0,2.5561224489795915
2013,Eric Furlatt,Boston Bruins,4,2.6266458766458767
2013,Wes McCauley,Boston Bruins,4,2.6266458766458767
2013,Eric Furlatt,Montréal Canadiens,2,2.687854251012146
2013,Wes McCauley,Montréal Canadiens,2,2.687854251012146
2013,Dan O'Halloran,Boston Bruins,4,2.7165165165165166
2013,Kelly Sutherland,Boston Bruins,4,2.7165165165165166
2013,Dan O'Halloran,Montréal Canadiens,4,2.524363327674024
2013,Kelly Sutherland,Montréal Canadiens,4,2.524363327674024
2013,Dan O'Rourke,Boston Bruins,4,2.730042016806723
2013,Dave Jackson,Boston Bruins,4,2.730042016806723
2013,Dan O'Rourke,Montréal Canadiens,3,2.594246031746032
2013,Dave Jackson,Montréal Canadiens,3,2.594246031746032
2013,Brad Watson,New York Rangers,4,2.794225146198831
2013,Steve Kozari,New York Rangers,4,2.794225146198831
2013,Brad Watson,Pittsburgh Penguins,2,2.7894132653061225
2013,Steve Kozari,Pittsburgh Penguins,2,2.7894132653061225
2013,Eric Furlatt,New York Rangers,4,2.682565556343019
2013,Wes McCauley,New York Rangers,4,2.682565556343019
2013,Eric Furlatt,Pittsburgh Penguins,3,3.006043956043956
2013,Wes McCauley,Pittsburgh Penguins,3,3.006043956043956
2013,Dan O'Halloran,New York Rangers,4,2.9184491978609626
2013,Kelly Sutherland,New York Rangers,4,2.9184491978609626
2013,Dan O'Halloran,Pittsburgh Penguins,2,2.959959231217239
2013,Kelly Sutherland,Pittsburgh Penguins,2,2.959959231217239
2013,Dan O'Rourke,New York Rangers,4,2.7680006560603574
2013,Dave Jackson,New York Rangers,4,2.7680006560603574
2013,Dan O'Rourke,Pittsburgh Penguins,4,3.059265010351967
2013,Dave Jackson,Pittsburgh Penguins,4,3.059265010351967
2013,Chris Rooney,New York Rangers,4,2.8934386973180075
2013,Tim Peel,New York Rangers,4,2.8934386973180075
2013,Chris Rooney,Pittsburgh Penguins,1,3.2575438596491226
2013,Tim Peel,Pittsburgh Penguins,1,3.2575438596491226
2013,Kevin Pollock,New York Rangers,4,2.582654494382022
2013,Marc Joannette,New York Rangers,4,2.582654494382022
2013,Kevin Pollock,Pittsburgh Penguins,1,2.886075949367089
2013,Marc Joannette,Pittsburgh Penguins,1,2.886075949367089
2013,Kevin Pollock,New York Rangers,4,2.582654494382022
2013,Marc Joannette,New York Rangers,4,2.582654494382022
2013,Kevin Pollock,Pittsburgh Penguins,1,2.886075949367089
2013,Marc Joannette,Pittsburgh Penguins,1,2.886075949367089
2013,Dan O'Halloran,Chicago Blackhawks,4,2.8298199385155907
2013,Kelly Sutherland,Chicago Blackhawks,4,2.8298199385155907
2013,Dan O'Halloran,Minnesota Wild,2,2.6816697151816045
2013,Kelly Sutherland,Minnesota Wild,2,2.6816697151816045
2013,Kevin Pollock,Chicago Blackhawks,4,2.7049525816649105
2013,Marc Joannette,Chicago Blackhawks,4,2.7049525816649105
2013,Kevin Pollock,Minnesota Wild,1,2.492939666238768
2013,Marc Joannette,Minnesota Wild,1,2.492939666238768
2013,Eric Furlatt,Chicago Blackhawks,4,2.6411483253588517
2013,Wes McCauley,Chicago Blackhawks,4,2.6411483253588517
2013,Eric Furlatt,Minnesota Wild,4,3.00989010989011
2013,Wes McCauley,Minnesota Wild,4,3.00989010989011
2013,Dan O'Rourke,Chicago Blackhawks,4,2.832297551789077
2013,Dave Jackson,Chicago Blackhawks,4,2.832297551789077
2013,Dan O'Rourke,Minnesota Wild,4,2.5490705303444505
2013,Dave Jackson,Minnesota Wild,4,2.5490705303444505
2013,Chris Rooney,Chicago Blackhawks,4,2.9684924450549453
2013,Tim Peel,Chicago Blackhawks,4,2.9684924450549453
2013,Chris Rooney,Minnesota Wild,1,2.3449999999999998
2013,Tim Peel,Minnesota Wild,1,2.3449999999999998
2013,Brad Watson,Chicago Blackhawks,4,2.8536941580756015
2013,Steve Kozari,Chicago Blackhawks,4,2.8536941580756015
2013,Brad Watson,Minnesota Wild,1,2.431620553359684
2013,Steve Kozari,Minnesota Wild,1,2.431620553359684
2013,Chris Rooney,Anaheim Ducks,4,3.091164453524004
2013,Tim Peel,Anaheim Ducks,4,3.091164453524004
2013,Chris Rooney,Los Angeles Kings,3,2.5858700590640615
2013,Tim Peel,Los Angeles Kings,3,2.5858700590640615
2013,Brad Watson,Anaheim Ducks,4,2.6579976202617717
2013,Steve Kozari,Anaheim Ducks,4,2.6579976202617717
2013,Brad Watson,Los Angeles Kings,3,2.58511142721669
2013,Steve Kozari,Los Angeles Kings,3,2.58511142721669
2013,Kevin Pollock,Anaheim Ducks,4,2.604076086956522
2013,Marc Joannette,Anaheim Ducks,4,2.604076086956522
2013,Kevin Pollock,Los Angeles Kings,2,2.585018382352941
2013,Marc Joannette,Los Angeles Kings,2,2.585018382352941
2013,Dan O'Halloran,Anaheim Ducks,4,2.6319490586932446
2013,Kelly Sutherland,Anaheim Ducks,4,2.6319490586932446
2013,Dan O'Halloran,Los Angeles Kings,0,2.699332239925023
2013,Kelly Sutherland,Los Angeles Kings,0,2.699332239925023
2013,Dan O'Rourke,Anaheim Ducks,4,2.7277137659187387
2013,Dave Jackson,Anaheim Ducks,4,2.7277137659187387
2013,Dan O'Rourke,Los Angeles Kings,3,2.6801622785229338
2013,Dave Jackson,Los Angeles Kings,3,2.6801622785229338
2013,Eric Furlatt,Anaheim Ducks,4,2.613756613756614
2013,Wes McCauley,Anaheim Ducks,4,2.613756613756614
2013,Eric Furlatt,Los Angeles Kings,2,2.5308777429467084
2013,Wes McCauley,Los Angeles Kings,2,2.5308777429467084
2013,Dan O'Halloran,Anaheim Ducks,4,2.696825396825397
2013,Wes McCauley,Anaheim Ducks,4,2.696825396825397
2013,Dan O'Halloran,Los Angeles Kings,6,2.6897727272727274
2013,Wes McCauley,Los Angeles Kings,6,2.6897727272727274
2013,Brad Watson,Montréal Canadiens,4,2.5561224489795915
2013,Steve Kozari,Montréal Canadiens,4,2.5561224489795915
2013,Brad Watson,New York Rangers,7,2.794225146198831
2013,Steve Kozari,New York Rangers,7,2.794225146198831
2013,Dan O'Halloran,Montréal Canadiens,4,2.5036437246963565
2013,Wes McCauley,Montréal Canadiens,4,2.5036437246963565
2013,Dan O'Halloran,New York Rangers,3,2.8613088718510404
2013,Wes McCauley,New York Rangers,3,2.8613088718510404
2013,Kevin Pollock,Montréal Canadiens,4,2.7522396416573347
2013,Marc Joannette,Montréal Canadiens,4,2.7522396416573347
2013,Kevin Pollock,New York Rangers,2,2.582654494382022
2013,Marc Joannette,New York Rangers,2,2.582654494382022
2013,Dan O'Rourke,Montréal Canadiens,4,2.594246031746032
2013,Dave Jackson,Montréal Canadiens,4,2.594246031746032
2013,Dan O'Rourke,New York Rangers,3,2.7680006560603574
2013,Dave Jackson,New York Rangers,3,2.7680006560603574
2013,Brad Watson,Montréal Canadiens,4,2.5561224489795915
2013,Steve Kozari,Montréal Canadiens,4,2.5561224489795915
2013,Brad Watson,New York Rangers,4,2.794225146198831
2013,Steve Kozari,New York Rangers,4,2.794225146198831
2013,Dan O'Halloran,Montréal Canadiens,4,2.5036437246963565
2013,Wes McCauley,Montréal Canadiens,4,2.5036437246963565
2013,Dan O'Halloran,New York Rangers,1,2.8613088718510404
2013,Wes McCauley,New York Rangers,1,2.8613088718510404
2013,Kevin Pollock,Chicago Blackhawks,4,2.7049525816649105
2013,Marc Joannette,Chicago Blackhawks,4,2.7049525816649105
2013,Kevin Pollock,Los Angeles Kings,1,2.585018382352941
2013,Marc Joannette,Los Angeles Kings,1,2.585018382352941
2013,Dan O'Rourke,Chicago Blackhawks,4,2.832297551789077
2013,Dave Jackson,Chicago Blackhawks,4,2.832297551789077
2013,Dan O'Rourke,Los Angeles Kings,6,2.6801622785229338
2013,Dave Jackson,Los Angeles Kings,6,2.6801622785229338
2013,Brad Watson,Chicago Blackhawks,4,2.8536941580756015
2013,Steve Kozari,Chicago Blackhawks,4,2.8536941580756015
2013,Brad Watson,Los Angeles Kings,4,2.58511142721669
2013,Steve Kozari,Los Angeles Kings,4,2.58511142721669
2013,Dan O'Halloran,Chicago Blackhawks,4,2.7474747474747474
2013,Wes McCauley,Chicago Blackhawks,4,2.7474747474747474
2013,Dan O'Halloran,Los Angeles Kings,5,2.6897727272727274
2013,Wes McCauley,Los Angeles Kings,5,2.6897727272727274
2013,Kevin Pollock,Chicago Blackhawks,4,2.7049525816649105
2013,Marc Joannette,Chicago Blackhawks,4,2.7049525816649105
2013,Kevin Pollock,Los Angeles Kings,4,2.585018382352941
2013,Marc Joannette,Los Angeles Kings,4,2.585018382352941
2013,Dan O'Rourke,Chicago Blackhawks,4,2.832297551789077
2013,Dave Jackson,Chicago Blackhawks,4,2.832297551789077
2013,Dan O'Rourke,Los Angeles Kings,3,2.6801622785229338
2013,Dave Jackson,Los Angeles Kings,3,2.6801622785229338
2013,Dan O'Halloran,Chicago Blackhawks,4,2.7474747474747474
2013,Wes McCauley,Chicago Blackhawks,4,2.7474747474747474
2013,Dan O'Halloran,Los Angeles Kings,5,2.6897727272727274
2013,Wes McCauley,Los Angeles Kings,5,2.6897727272727274
2013,Brad Watson,Los Angeles Kings,4,2.58511142721669
2013,Steve Kozari,Los Angeles Kings,4,2.58511142721669
2013,Brad Watson,New York Rangers,2,2.794225146198831
2013,Steve Kozari,New York Rangers,2,2.794225146198831
2013,Dan O'Halloran,Los Angeles Kings,4,2.6897727272727274
2013,Wes McCauley,Los Angeles Kings,4,2.6897727272727274
2013,Dan O'Halloran,New York Rangers,4,2.8613088718510404
2013,Wes McCauley,New York Rangers,4,2.8613088718510404
2013,Brad Watson,Los Angeles Kings,4,2.58511142721669
2013,Steve Kozari,Los Angeles Kings,4,2.58511142721669
2013,Brad Watson,New York Rangers,0,2.794225146198831
2013,Steve Kozari,New York Rangers,0,2.794225146198831
2013,Dan O'Halloran,Los Angeles Kings,4,2.6897727272727274
2013,Wes McCauley,Los Angeles Kings,4,2.6897727272727274
2013,Dan O'Halloran,New York Rangers,2,2.8613088718510404
2013,Wes McCauley,New York Rangers,2,2.8613088718510404
2013,Brad Watson,Los Angeles Kings,4,2.58511142721669
2013,Steve Kozari,Los Angeles Kings,4,2.58511142721669
2013,Brad Watson,New York Rangers,2,2.794225146198831
2013,Steve Kozari,New York Rangers,2,2.794225146198831
2014,Dave Jackson,Montréal Canadiens,4,2.7307256235827664
2014,Steve Kozari,Montréal Canadiens,4,2.7307256235827664
2014,Dave Jackson,Ottawa Senators,3,3.265789473684211
2014,Steve Kozari,Ottawa Senators,3,3.265789473684211
2014,Eric Furlatt,Montréal Canadiens,4,2.4726120857699807
2014,Gord Dwyer,Montréal Canadiens,4,2.4726120857699807
2014,Eric Furlatt,Ottawa Senators,2,2.910707070707071
2014,Gord Dwyer,Ottawa Senators,2,2.910707070707071
2014,Dan O'Halloran,Montréal Canadiens,4,2.554605263157895
2014,Dan O'Rourke,Montréal Canadiens,4,2.554605263157895
2014,Dan O'Halloran,Ottawa Senators,1,3.0351801137560566
2014,Dan O'Rourke,Ottawa Senators,1,3.0351801137560566
2014,Francis Charron,Montréal Canadiens,4,2.657258064516129
2014,Kelly Sutherland,Montréal Canadiens,4,2.657258064516129
2014,Francis Charron,Ottawa Senators,1,2.8352272727272725
2014,Kelly Sutherland,Ottawa Senators,1,2.8352272727272725
2014,Brad Meier,Montréal Canadiens,4,2.653242147922999
2014,Kevin Pollock,Montréal Canadiens,4,2.653242147922999
2014,Brad Meier,Ottawa Senators,5,2.953000135446296
2014,Kevin Pollock,Ottawa Senators,5,2.953000135446296
2014,Brad Watson,Montréal Canadiens,4,2.5013736263736264
2014,Brian Pochmara,Montréal Canadiens,4,2.5013736263736264
2014,Brad Watson,Ottawa Senators,0,2.906609195402299
2014,Brian Pochmara,Ottawa Senators,0,2.906609195402299
2014,Chris Rooney,Detroit Red Wings,4,2.9894301470588234
2014,Kelly Sutherland,Detroit Red Wings,4,2.9894301470588234
2014,Chris Rooney,Tampa Bay Lightning,2,2.9508986928104575
2014,Kelly Sutherland,Tampa Bay Lightning,2,2.9508986928104575
2014,Justin St. Pierre ,Detroit Red Wings,4,2.686678614097969
2014,Wes McCauley,Detroit Red Wings,4,2.686678614097969
2014,Justin St. Pierre ,Tampa Bay Lightning,5,3.0095238095238095
2014,Wes McCauley,Tampa Bay Lightning,5,3.0095238095238095
2014,Brad Watson,Detroit Red Wings,4,2.6433343455815366
2014,Chris Lee,Detroit Red Wings,4,2.6433343455815366
2014,Brad Watson,Tampa Bay Lightning,0,2.804474885844748
2014,Chris Lee,Tampa Bay Lightning,0,2.804474885844748
2014,Dan O'Halloran,Detroit Red Wings,4,3.0184925093632957
2014,Mike Leggo,Detroit Red Wings,4,3.0184925093632957
2014,Dan O'Halloran,Tampa Bay Lightning,3,2.911445012787724
2014,Mike Leggo,Tampa Bay Lightning,3,2.911445012787724
2014,Francis Charron,Detroit Red Wings,4,2.8726591760299627
2014,Mike Leggo,Detroit Red Wings,4,2.8726591760299627
2014,Francis Charron,Tampa Bay Lightning,0,2.8940162271805274
2014,Mike Leggo,Tampa Bay Lightning,0,2.8940162271805274
2014,Dave Jackson,Detroit Red Wings,4,2.9443974630021144
2014,Gord Dwyer,Detroit Red Wings,4,2.9443974630021144
2014,Dave Jackson,Tampa Bay Lightning,5,3.0047619047619047
2014,Gord Dwyer,Tampa Bay Lightning,5,3.0047619047619047
2014,Jean Hebert,Detroit Red Wings,4,2.9874193548387096
2014,Wes McCauley,Detroit Red Wings,4,2.9874193548387096
2014,Jean Hebert,Tampa Bay Lightning,2,3.1669950738916253
2014,Wes McCauley,Tampa Bay Lightning,2,3.1669950738916253
2014,Jean Hebert,New York Rangers,4,2.6164044943820226
2014,Marc Joannette,New York Rangers,4,2.6164044943820226
2014,Jean Hebert,Pittsburgh Penguins,1,2.975361663652803
2014,Marc Joannette,Pittsburgh Penguins,1,2.975361663652803
2014,Chris Rooney,New York Rangers,4,3.0819444444444444
2014,Frederick L'Ecuyer,New York Rangers,4,3.0819444444444444
2014,Chris Rooney,Pittsburgh Penguins,4,3.2255072463768117
2014,Frederick L'Ecuyer,Pittsburgh Penguins,4,3.2255072463768117
2014,Francis Charron,New York Rangers,4,2.6623303167420813
2014,Kelly Sutherland,New York Rangers,4,2.6623303167420813
2014,Francis Charron,Pittsburgh Penguins,1,3.0841176470588234
2014,Kelly Sutherland,Pittsburgh Penguins,1,3.0841176470588234
2014,Kevin Pollock,New York Rangers,4,2.465286144578313
2014,Wes McCauley,New York Rangers,4,2.465286144578313
2014,Kevin Pollock,Pittsburgh Penguins,1,2.9785714285714286
2014,Wes McCauley,Pittsburgh Penguins,1,2.9785714285714286
2014,Justin St. Pierre ,New York Rangers,4,2.618411144578313
2014,Wes McCauley,New York Rangers,4,2.618411144578313
2014,Justin St. Pierre ,Pittsburgh Penguins,1,3.0785714285714287
2014,Wes McCauley,Pittsburgh Penguins,1,3.0785714285714287
2014,Eric Furlatt,New York Islanders,4,2.6893358876117497
2014,Gord Dwyer,New York Islanders,4,2.6893358876117497
2014,Eric Furlatt,Washington Capitals,1,2.8658823529411768
2014,Gord Dwyer,Washington Capitals,1,2.8658823529411768
2014,Dave Jackson,New York Islanders,4,2.8577586206896552
2014,Steve Kozari,New York Islanders,4,2.8577586206896552
2014,Dave Jackson,Washington Capitals,4,3.094664095146255
2014,Steve Kozari,Washington Capitals,4,3.094664095146255
2014,Francois St-Laurent,New York Islanders,4,2.8326719576719577
2014,Kevin Pollock,New York Islanders,4,2.8326719576719577
2014,Francois St-Laurent,Washington Capitals,1,3.108134920634921
2014,Kevin Pollock,Washington Capitals,1,3.108134920634921
2014,Brad Meier,New York Islanders,4,2.7971571906354513
2014,Dan O'Halloran,New York Islanders,4,2.7971571906354513
2014,Brad Meier,Washington Capitals,2,3.0953079178885625
2014,Dan O'Halloran,Washington Capitals,2,3.0953079178885625
2014,Chris Rooney,New York Islanders,4,2.8533771106941836
2014,Kelly Sutherland,New York Islanders,4,2.8533771106941836
2014,Chris Rooney,Washington Capitals,5,2.8931372549019607
2014,Kelly Sutherland,Washington Capitals,5,2.8931372549019607
2014,Brian Pochmara,New York Islanders,4,2.601923076923077
2014,Dan O'Rourke,New York Islanders,4,2.601923076923077
2014,Brian Pochmara,Washington Capitals,1,2.928590355060943
2014,Dan O'Rourke,Washington Capitals,1,2.928590355060943
2014,Dan O'Rourke,New York Islanders,4,2.9833333333333334
2014,Francis Charron,New York Islanders,4,2.9833333333333334
2014,Dan O'Rourke,Washington Capitals,2,3.174864864864865
2014,Francis Charron,Washington Capitals,2,3.174864864864865
2014,Justin St. Pierre ,Minnesota Wild,4,3.088461538461538
2014,Wes McCauley,Minnesota Wild,4,3.088461538461538
2014,Justin St. Pierre ,St. Louis Blues,2,2.5462962962962967
2014,Wes McCauley,St. Louis Blues,2,2.5462962962962967
2014,Francis Charron,Minnesota Wild,4,2.7549194991055455
2014,Kelly Sutherland,Minnesota Wild,4,2.7549194991055455
2014,Francis Charron,St. Louis Blues,4,2.864864864864865
2014,Kelly Sutherland,St. Louis Blues,4,2.864864864864865
2014,Jean Hebert,Minnesota Wild,4,2.5582706766917296
2014,Marc Joannette,Minnesota Wild,4,2.5582706766917296
2014,Jean Hebert,St. Louis Blues,0,2.7388663967611335
2014,Marc Joannette,St. Louis Blues,0,2.7388663967611335
2014,Gord Dwyer,Minnesota Wild,4,2.8657894736842104
2014,Justin St. Pierre ,Minnesota Wild,4,2.8657894736842104
2014,Gord Dwyer,St. Louis Blues,6,2.4708994708994707
2014,Justin St. Pierre ,St. Louis Blues,6,2.4708994708994707
2014,Brad Watson,Minnesota Wild,4,2.505960729312763
